,Unnamed: 0.1,Unnamed: 0,Order Id,Order Status,Shipping Mode,shipping date,order date,Customer Id,discount percent,Order Total,Item Id,Product Price,Order Quantity,Profit Per Order
7814,22208,27308,24203,COMPLETE,Standard Class,12/24/2015 7:02,12/20/2015 7:02,11263,0.200000003,79.97000122,60551,24.98999977,4,35.18999863
7815,22209,27309,26610,COMPLETE,Standard Class,1/30/2016 10:19,1/24/2016 10:19,5741,0.200000003,102.3700027,66639,31.98999977,4,26.92000008
7816,22219,27324,37488,COMPLETE,Standard Class,07/05/16 05:21,07/01/16 05:21,7016,0.059999999,132.2599945,93555,34.99000168,4,46.29000092
7817,22220,27325,39156,COMPLETE,Standard Class,7/27/2016 13:44,7/25/2016 13:44,11463,0.0,399.9599915,97729,99.98999786,4,111.9899979
7818,22226,27332,36886,COMPLETE,Standard Class,6/24/2016 10:27,6/22/2016 10:27,5373,0.090000004,363.9599915,92053,99.98999786,4,127.3899994
7819,22227,27333,37082,COMPLETE,Standard Class,6/28/2016 7:07,6/25/2016 7:07,11974,0.100000001,108.0,92519,30.0,4,29.15999985
7820,22229,27336,34198,COMPLETE,Standard Class,5/18/2016 4:43,5/14/2016 4:43,1747,0.129999995,347.9700012,85384,99.98999786,4,156.5800018
7821,22236,27346,40526,COMPLETE,Standard Class,8/16/2016 13:42,8/14/2016 13:42,618,0.02,235.1600037,101113,59.99000168,4,110.5299988
7822,22238,27348,34808,COMPLETE,Standard Class,5/27/2016 2:26,5/23/2016 2:26,12274,0.050000001,227.9600067,86958,59.99000168,4,102.5800018
7823,22249,27362,49148,COMPLETE,Standard Class,12/22/2016 10:22,12/18/2016 10:22,4351,0.200000003,191.9700012,122893,59.99000168,4,63.34999847
7824,22259,27377,40314,COMPLETE,Standard Class,8/16/2016 11:26,08/11/16 11:26,4746,0.07,186.0,100590,50.0,4,65.09999847
7825,22267,27385,41144,COMPLETE,Standard Class,8/28/2016 14:13,8/23/2016 14:13,3159,0.119999997,176.0,102707,50.0,4,61.59999847
7826,22269,27389,38019,COMPLETE,Standard Class,7/13/2016 23:23,07/08/16 23:23,616,0.150000006,170.0,94910,50.0,4,61.70999908
7827,22271,27391,39350,COMPLETE,Standard Class,08/03/16 09:42,7/28/2016 9:42,5213,0.159999996,168.0,98238,50.0,4,73.91999817
7828,22288,27414,39208,ON_HOLD,Standard Class,7/30/2016 7:57,7/26/2016 7:57,14,0.200000003,319.9700012,97872,99.98999786,4,24.0
7829,22295,27421,36470,ON_HOLD,Standard Class,6/22/2016 8:42,6/16/2016 8:42,239,0.01,158.3600006,91059,39.99000168,4,76.01000214
7830,22296,27422,34337,ON_HOLD,Standard Class,5/19/2016 5:25,5/16/2016 5:25,9756,0.150000006,135.9700012,85774,39.99000168,4,57.11000061
7831,22304,27430,47894,COMPLETE,Standard Class,12/05/16 03:03,11/30/2016 3:03,6988,0.150000006,106.2099991,119777,24.98999977,5,27.61000061
7832,22305,27431,45714,COMPLETE,Standard Class,11/03/16 07:18,10/29/2016 7:18,5270,0.01,494.9500122,114268,99.98999786,5,74.23999786
7833,22308,27434,41364,COMPLETE,Standard Class,8/31/2016 19:18,8/26/2016 19:18,5509,0.029999999,484.9500122,103250,99.98999786,5,127.5400009
7834,22309,27435,43546,COMPLETE,Standard Class,9/29/2016 15:45,9/27/2016 15:45,10782,0.07,464.9500122,108754,99.98999786,5,125.5400009
7835,22310,27436,42306,COMPLETE,Standard Class,09/11/16 13:19,09/09/16 13:19,2319,0.090000004,454.9500122,105628,99.98999786,5,0.0
7836,22312,27438,43454,COMPLETE,Standard Class,10/01/16 07:31,9/26/2016 7:31,8829,0.119999997,439.9599915,108530,99.98999786,5,109.9899979
7837,22316,27443,46869,COMPLETE,Standard Class,11/20/2016 3:56,11/15/2016 3:56,9377,0.180000007,409.9599915,117168,99.98999786,5,133.2400055
7838,22317,27444,45767,COMPLETE,Standard Class,11/02/16 01:52,10/30/2016 1:52,6290,0.200000003,399.9599915,114404,99.98999786,5,8.0
7839,22320,27448,43736,COMPLETE,Standard Class,10/02/16 10:19,9/30/2016 10:19,9532,0.059999999,283.4500122,109219,59.99000168,5,136.0599976
7840,22321,27449,41665,COMPLETE,Standard Class,09/06/16 04:45,8/31/2016 4:45,8260,0.159999996,251.9600067,104010,59.99000168,5,75.58999634
7841,22324,27452,46164,COMPLETE,Standard Class,11/09/16 20:57,11/04/16 20:57,8334,0.0,199.9499969,115394,39.99000168,5,97.98000336
7842,22325,27453,45404,COMPLETE,Standard Class,10/29/2016 18:41,10/24/2016 18:41,10008,0.0,250.0,113457,50.0,5,15.75
7843,22327,27457,44053,COMPLETE,Standard Class,10/09/16 01:22,10/05/16 01:22,2246,0.039999999,144.0,110044,30.0,5,10.80000019
7844,22329,27459,41991,COMPLETE,Standard Class,09/06/16 22:58,09/04/16 22:58,9163,0.07,232.5,104827,50.0,5,106.9499969
7845,22331,27462,44319,COMPLETE,Standard Class,10/13/2016 22:34,10/08/16 22:34,8927,0.170000002,165.9600067,110672,39.99000168,5,81.3199997
7846,22334,27465,47095,COMPLETE,Standard Class,11/24/2016 11:07,11/18/2016 11:07,4758,0.25,187.5,117707,50.0,5,18.75
7847,22336,27468,42562,COMPLETE,Standard Class,9/16/2016 7:00,9/13/2016 7:00,9681,0.029999999,96.94999695,106254,19.98999977,5,9.699999809
7848,22338,27471,44607,COMPLETE,Standard Class,10/16/2016 3:28,10/13/2016 3:28,8008,0.119999997,70.36000061,111370,15.98999977,5,19.70000076
7849,22343,27476,51197,ON_HOLD,Standard Class,1/20/2017 8:14,1/17/2017 8:14,717,0.059999999,283.4500122,127943,59.99000168,5,32.02999878
7850,22353,27487,66119,COMPLETE,Standard Class,8/28/2017 4:04,8/23/2017 4:04,2478,0.050000001,474.9500122,165280,99.98999786,5,218.4799957
7851,22355,27489,12801,COMPLETE,Standard Class,07/08/15 20:24,07/06/15 20:24,682,0.059999999,472.4500122,32024,99.98999786,5,153.5500031
7852,22356,27490,15424,COMPLETE,Standard Class,8/19/2015 3:21,8/14/2015 3:21,10216,0.07,464.9500122,38561,99.98999786,5,223.1799927
7853,22360,27494,19342,COMPLETE,Standard Class,10/13/2015 8:00,10/10/15 08:00,1969,0.119999997,439.9599915,48360,99.98999786,5,49.72000122
7854,22361,27495,65490,COMPLETE,Standard Class,8/19/2017 23:42,8/13/2017 23:42,4006,0.129999995,434.9599915,163682,99.98999786,5,82.63999939
7855,22362,27496,10605,COMPLETE,Standard Class,06/10/15 19:03,06/04/15 19:03,618,0.129999995,434.9599915,26550,99.98999786,5,141.3600006
7856,22363,27497,43965,COMPLETE,Standard Class,10/09/16 18:32,10/03/16 18:32,8336,0.150000006,424.9599915,109813,99.98999786,5,138.1100006
7857,22364,27499,13159,COMPLETE,Standard Class,7/17/2015 1:50,07/12/15 01:50,4980,0.150000006,424.9599915,32921,99.98999786,5,48.02000046
7858,22366,27501,62648,COMPLETE,Standard Class,07/07/17 12:02,07/03/17 12:02,3275,0.170000002,414.9599915,156635,99.98999786,5,145.2400055
7859,22373,27513,16854,COMPLETE,Standard Class,09/09/15 00:21,09/04/15 00:21,5219,0.02,293.9500122,42113,59.99000168,5,95.52999878
7860,22377,27520,15004,COMPLETE,Standard Class,8/13/2015 0:13,08/08/15 00:13,9496,0.039999999,287.9500122,37579,59.99000168,5,2.880000114
7861,22378,27521,17086,COMPLETE,Standard Class,09/09/15 09:38,09/07/15 09:38,5138,0.039999999,287.9500122,42729,59.99000168,5,100.7799988
7862,22382,27525,13235,COMPLETE,Standard Class,7/19/2015 4:27,7/13/2015 4:27,2502,0.059999999,283.4500122,33111,59.99000168,5,92.12000275
7863,22385,27528,18689,COMPLETE,Standard Class,10/05/15 19:14,9/30/2015 19:14,7305,0.07,278.9500122,46703,59.99000168,5,133.8999939
7864,22387,27530,15263,COMPLETE,Standard Class,8/15/2015 18:57,08/11/15 18:57,1189,0.090000004,272.9500122,38167,59.99000168,5,128.2899933
7865,22390,27533,44736,COMPLETE,Standard Class,10/17/2016 0:39,10/15/2016 0:39,3890,0.100000001,269.9599915,111733,59.99000168,5,75.58999634
7866,22392,27535,66323,COMPLETE,Standard Class,8/30/2017 3:33,8/26/2017 3:33,4139,0.100000001,269.9599915,165775,59.99000168,5,44.0
7867,22393,27536,16352,COMPLETE,Standard Class,8/30/2015 16:29,8/27/2015 16:29,2056,0.100000001,269.9599915,40818,59.99000168,5,94.48000336
7868,22394,27537,15888,COMPLETE,Standard Class,8/24/2015 21:55,8/20/2015 21:55,1537,0.100000001,269.9599915,39697,59.99000168,5,53.99000168
7869,22399,27542,48754,COMPLETE,Standard Class,12/17/2016 16:20,12/12/16 16:20,1836,0.129999995,260.9599915,121933,59.99000168,5,88.19999695
7870,22400,27543,18359,COMPLETE,Standard Class,9/30/2015 23:37,9/25/2015 23:37,10164,0.129999995,260.9599915,45879,59.99000168,5,42.54000092
7871,22401,27544,16084,COMPLETE,Standard Class,8/28/2015 18:35,8/23/2015 18:35,541,0.150000006,254.9600067,40182,59.99000168,5,122.3799973
7872,22402,27545,11727,COMPLETE,Standard Class,6/24/2015 4:08,6/21/2015 4:08,10254,0.150000006,254.9600067,29326,59.99000168,5,66.29000092
7873,22403,27546,13161,COMPLETE,Standard Class,7/14/2015 2:32,07/12/15 02:32,337,0.150000006,254.9600067,32925,59.99000168,5,114.7300034
7874,22406,27550,17895,COMPLETE,Standard Class,9/25/2015 5:03,9/19/2015 5:03,8090,0.159999996,251.9600067,44706,59.99000168,5,118.4199982
7875,22407,27551,62828,COMPLETE,Standard Class,07/10/17 03:05,07/06/17 03:05,5631,0.170000002,248.9600067,157095,59.99000168,5,119.5
7876,22413,27558,15151,COMPLETE,Standard Class,08/12/15 03:43,08/10/15 03:43,4258,0.25,224.9600067,37895,59.99000168,5,9.0
7877,22416,27561,20200,COMPLETE,Standard Class,10/28/2015 20:36,10/22/2015 20:36,5431,0.0,250.0,50465,50.0,5,25.0
7878,22419,27565,64852,COMPLETE,Standard Class,08/07/17 16:11,08/04/17 16:11,1028,0.01,247.5,162106,50.0,5,77.47000122
7879,22420,27566,63270,COMPLETE,Standard Class,7/18/2017 13:56,07/12/17 13:56,4449,0.01,247.5,158187,50.0,5,68.05999756
7880,22423,27569,13776,COMPLETE,Standard Class,7/23/2015 1:59,7/21/2015 1:59,3122,0.029999999,193.9499969,34495,39.99000168,5,91.16000366
7881,22425,27572,68556,COMPLETE,Standard Class,9/29/2017 17:52,9/27/2017 17:52,618,0.029999999,242.5,171396,50.0,5,84.87999725
7882,22430,27577,68524,COMPLETE,Standard Class,10/02/17 06:39,9/27/2017 6:39,2202,0.039999999,240.0,171326,50.0,5,84.0
7883,22433,27580,16108,COMPLETE,Standard Class,8/28/2015 2:59,8/24/2015 2:59,6100,0.050000001,189.9499969,40233,39.99000168,5,68.94999695
7884,22434,27581,61840,COMPLETE,Standard Class,6/27/2017 16:57,6/21/2017 16:57,1258,0.050000001,189.9499969,154585,39.99000168,5,94.98000336
7885,22435,27582,13534,COMPLETE,Standard Class,7/22/2015 13:12,7/17/2015 13:12,7249,0.059999999,236.25,33914,50.0,5,14.88000011
7886,22436,27584,14598,COMPLETE,Standard Class,08/06/15 01:58,08/02/15 01:58,5619,0.07,185.9499969,36517,39.99000168,5,30.30999947
7887,22437,27585,62615,COMPLETE,Standard Class,07/09/17 00:28,07/03/17 00:28,1259,0.07,232.5,156541,50.0,5,17.44000053
7888,22438,27587,47525,COMPLETE,Standard Class,11/30/2016 17:46,11/24/2016 17:46,7848,0.090000004,227.5,118814,50.0,5,113.75
7889,22440,27589,18166,COMPLETE,Standard Class,9/25/2015 4:00,9/23/2015 4:00,10275,0.090000004,227.5,45408,50.0,5,85.30999756
7890,22442,27591,19519,COMPLETE,Standard Class,10/17/2015 22:01,10/12/15 22:01,6046,0.090000004,181.9499969,48782,39.99000168,5,83.69999695
7891,22443,27593,15236,COMPLETE,Standard Class,8/13/2015 9:29,08/11/15 09:29,5812,0.090000004,227.5,38104,50.0,5,75.08000183
7892,22444,27594,62888,COMPLETE,Standard Class,07/11/17 00:07,07/07/17 00:07,9406,0.100000001,225.0,157249,50.0,5,70.43000031
7893,22445,27595,45915,COMPLETE,Standard Class,11/07/16 05:43,11/01/16 05:43,12302,0.119999997,175.9600067,114758,39.99000168,5,41.88000107
7894,22446,27596,67908,COMPLETE,Standard Class,9/22/2017 6:50,9/18/2017 6:50,796,0.119999997,175.9600067,169782,39.99000168,5,55.0699997
7895,22447,27597,68482,COMPLETE,Standard Class,9/29/2017 15:56,9/26/2017 15:56,9141,0.119999997,175.9600067,171239,39.99000168,5,79.18000031
7896,22452,27603,11145,COMPLETE,Standard Class,6/18/2015 16:14,06/12/15 16:14,5582,0.150000006,212.5,27863,50.0,5,0.0
7897,22456,27608,10355,COMPLETE,Standard Class,06/07/15 03:28,06/01/15 03:28,6780,0.159999996,210.0,25922,50.0,5,102.9000015
7898,22457,27609,64815,COMPLETE,Standard Class,08/10/17 03:13,08/04/17 03:13,1589,0.159999996,167.9600067,162014,39.99000168,5,29.55999947
7899,22460,27612,13056,COMPLETE,Standard Class,07/12/15 13:44,07/10/15 13:44,3195,0.170000002,207.5,32659,50.0,5,99.59999847
7900,22462,27614,65995,COMPLETE,Standard Class,8/27/2017 8:38,8/21/2017 8:38,6305,0.170000002,207.5,164932,50.0,5,6.849999905
7901,22463,27615,19256,COMPLETE,Standard Class,10/11/15 01:53,10/09/15 01:53,5311,0.180000007,205.0,48129,50.0,5,59.45000076
7902,22466,27619,61675,COMPLETE,Standard Class,6/25/2017 7:08,6/19/2017 7:08,9930,0.25,187.5,154188,50.0,5,18.75
7903,22468,27621,13158,COMPLETE,Standard Class,7/16/2015 1:28,07/12/15 01:28,695,0.25,187.5,32919,50.0,5,71.25
7904,22470,27624,12249,COMPLETE,Standard Class,07/03/15 19:01,6/28/2015 19:01,3428,0.01,237.5500031,30605,47.99000168,5,23.76000023
7905,22471,27625,49025,COMPLETE,Standard Class,12/22/2016 15:17,12/16/2016 15:17,3706,0.029999999,121.1999969,122567,24.98999977,5,4.849999905
7906,22473,27627,12388,COMPLETE,Standard Class,07/04/15 19:43,6/30/2015 19:43,4338,0.029999999,252.1499939,30993,51.99000168,5,10.09000015
7907,22474,27629,62027,COMPLETE,Standard Class,6/27/2017 10:28,6/24/2017 10:28,11015,0.090000004,409.4500122,155075,89.98999786,5,139.2100067
7908,22475,27630,12682,COMPLETE,Standard Class,07/08/15 02:43,07/05/15 02:43,11114,0.100000001,112.4599991,31736,24.98999977,5,40.8199997
7909,22477,27632,17561,COMPLETE,Standard Class,9/16/2015 8:03,9/14/2015 8:03,9871,0.129999995,108.7099991,43916,24.98999977,5,39.45999908
7910,22479,27635,47529,COMPLETE,Standard Class,11/29/2016 19:10,11/24/2016 19:10,2296,0.059999999,141.6999969,118827,29.98999977,5,16.01000023
7911,22482,27638,51146,ON_HOLD,Standard Class,1/18/2017 14:22,1/16/2017 14:22,4430,0.059999999,472.4500122,127831,99.98999786,5,118.1100006
7912,22483,27639,15043,ON_HOLD,Standard Class,08/12/15 13:52,08/08/15 13:52,1202,0.059999999,472.4500122,37661,99.98999786,5,217.3300018
7913,22484,27640,15001,ON_HOLD,Standard Class,08/09/15 23:10,08/07/15 23:10,7157,0.07,464.9500122,37571,99.98999786,5,125.5400009
7914,22485,27642,14948,ON_HOLD,Standard Class,08/11/15 04:36,08/07/15 04:36,649,0.129999995,434.9599915,37426,99.98999786,5,200.0800018
7915,22486,27643,13698,ON_HOLD,Standard Class,7/23/2015 22:40,7/19/2015 22:40,8993,0.129999995,434.9599915,34316,99.98999786,5,49.15000153
7916,22487,27645,10503,ON_HOLD,Standard Class,06/07/15 07:19,06/03/15 07:19,7630,0.01,296.9500122,26316,59.99000168,5,107.7900009
7917,22489,27648,64958,ON_HOLD,Standard Class,08/10/17 05:19,08/06/17 05:19,4464,0.02,293.9500122,162389,59.99000168,5,141.1000061
7918,22491,27650,41296,ON_HOLD,Standard Class,8/27/2016 19:28,8/25/2016 19:28,6243,0.039999999,287.9500122,103087,59.99000168,5,68.52999878
7919,22492,27651,12444,ON_HOLD,Standard Class,07/06/15 15:20,07/01/15 15:20,12397,0.039999999,287.9500122,31140,59.99000168,5,107.9800034
7920,22494,27653,17663,ON_HOLD,Standard Class,9/19/2015 19:47,9/15/2015 19:47,4429,0.159999996,251.9600067,44131,59.99000168,5,65.51000214
7921,22495,27655,14654,ON_HOLD,Standard Class,08/07/15 21:35,08/02/15 21:35,6982,0.039999999,240.0,36668,50.0,5,36.0
7922,22496,27657,19602,ON_HOLD,Standard Class,10/17/2015 3:06,10/14/2015 3:06,1182,0.059999999,236.25,49005,50.0,5,76.77999878
7923,22498,27659,61658,ON_HOLD,Standard Class,6/23/2017 1:11,6/19/2017 1:11,8551,0.119999997,175.9600067,154147,39.99000168,5,47.50999832
7924,22499,27660,63097,ON_HOLD,Standard Class,7/13/2017 1:20,07/10/17 01:20,2413,0.129999995,217.5,157753,50.0,5,73.51999664
7925,22500,27661,12025,ON_HOLD,Standard Class,07/01/15 12:32,6/25/2015 12:32,1833,0.129999995,217.5,30046,50.0,5,4.349999905
7926,22502,27663,13909,ON_HOLD,Standard Class,7/28/2015 0:35,7/23/2015 0:35,11870,0.170000002,207.5,34811,50.0,5,64.94999695
7927,22507,27668,53538,COMPLETE,Standard Class,2/24/2017 12:23,2/20/2017 12:23,1728,0.01,494.9500122,133799,99.98999786,5,118.7900009
7928,22510,27671,9597,COMPLETE,Standard Class,5/24/2015 1:54,5/21/2015 1:54,7657,0.059999999,472.4500122,23977,99.98999786,5,122.8399963
7929,22513,27674,9975,COMPLETE,Standard Class,06/01/15 14:20,5/26/2015 14:20,5741,0.090000004,454.9500122,24921,99.98999786,5,222.9299927
7930,22515,27676,4406,COMPLETE,Standard Class,03/08/15 07:16,03/06/15 07:16,9494,0.119999997,439.9599915,11027,99.98999786,5,44.0
7931,22517,27678,819,COMPLETE,Standard Class,1/17/2015 22:34,01/12/15 22:34,1714,0.150000006,424.9599915,2040,99.98999786,5,97.73999786
7932,22520,27681,61272,COMPLETE,Standard Class,6/16/2017 9:57,6/13/2017 9:57,4729,0.180000007,368.9599915,153275,89.98999786,5,124.7099991
7933,22522,27683,55509,COMPLETE,Standard Class,3/26/2017 6:55,3/21/2017 6:55,11871,0.25,374.9599915,138824,99.98999786,5,131.2400055
7934,22524,27685,4568,COMPLETE,Standard Class,03/12/15 16:01,03/08/15 16:01,264,0.0,299.9500122,11441,59.99000168,5,137.9799957
7935,22525,27686,59116,COMPLETE,Standard Class,5/14/2017 22:37,05/12/17 22:37,6988,0.0,299.9500122,147957,59.99000168,5,101.3799973
7936,22526,27687,60630,COMPLETE,Standard Class,06/10/17 01:02,06/04/17 01:02,2834,0.0,299.9500122,151757,59.99000168,5,137.9799957
7937,22528,27689,61242,COMPLETE,Standard Class,6/15/2017 23:27,06/12/17 23:27,5067,0.0,299.9500122,153191,59.99000168,5,104.9800034
7938,22530,27692,4758,COMPLETE,Standard Class,3/15/2015 10:35,03/11/15 10:35,4414,0.01,296.9500122,11918,59.99000168,5,39.49000168
7939,22531,27693,59084,COMPLETE,Standard Class,5/17/2017 11:24,05/12/17 11:24,4301,0.01,296.9500122,147879,59.99000168,5,83.15000153
7940,22532,27694,9211,COMPLETE,Standard Class,5/17/2015 10:40,5/15/2015 10:40,4446,0.02,293.9500122,22992,59.99000168,5,132.2799988
7941,22534,27696,58790,COMPLETE,Standard Class,5/14/2017 4:24,05/08/17 04:24,11675,0.029999999,290.9500122,147155,59.99000168,5,133.8399963
7942,22540,27702,9973,COMPLETE,Standard Class,5/30/2015 13:38,5/26/2015 13:38,9348,0.039999999,287.9500122,24913,59.99000168,5,28.79999924
7943,22541,27704,58246,COMPLETE,Standard Class,05/02/17 05:49,4/30/2017 5:49,5629,0.050000001,284.9500122,145747,59.99000168,5,85.48999786
7944,22543,27706,8814,COMPLETE,Standard Class,5/14/2015 15:35,05/09/15 15:35,319,0.050000001,284.9500122,22004,59.99000168,5,71.23999786
7945,22547,27710,1353,COMPLETE,Standard Class,1/24/2015 17:39,1/20/2015 17:39,1727,0.059999999,283.4500122,3350,59.99000168,5,67.45999908
7946,22548,27711,60491,COMPLETE,Standard Class,06/04/17 00:20,06/02/17 00:20,5028,0.059999999,283.4500122,151396,59.99000168,5,127.5500031
7947,22556,27719,60871,COMPLETE,Standard Class,06/09/17 13:28,06/07/17 13:28,6236,0.07,278.9500122,152315,59.99000168,5,61.93000031
7948,22557,27720,3593,COMPLETE,Standard Class,2/26/2015 10:26,2/22/2015 10:26,2386,0.090000004,272.9500122,8930,59.99000168,5,40.93999863
7949,22558,27722,60438,COMPLETE,Standard Class,06/05/17 05:46,06/01/17 05:46,1713,0.100000001,269.9599915,151241,59.99000168,5,13.5
7950,22559,27724,8760,COMPLETE,Standard Class,5/14/2015 20:40,05/08/15 20:40,10870,0.100000001,269.9599915,21860,59.99000168,5,21.60000038
7951,22560,27725,52716,COMPLETE,Standard Class,02/10/17 12:24,02/08/17 12:24,4464,0.119999997,263.9599915,131789,59.99000168,5,92.37999725
7952,22561,27726,5368,COMPLETE,Standard Class,3/24/2015 8:17,3/20/2015 8:17,2159,0.119999997,263.9599915,13401,59.99000168,5,85.79000092
7953,22566,27732,60126,COMPLETE,Standard Class,5/29/2017 16:27,5/27/2017 16:27,5704,0.159999996,251.9600067,150458,59.99000168,5,123.4599991
7954,22569,27736,4343,COMPLETE,Standard Class,03/09/15 09:11,03/05/15 09:11,10715,0.180000007,245.9600067,10882,59.99000168,5,73.79000092
7955,22573,27740,60643,COMPLETE,Standard Class,06/08/17 05:35,06/04/17 05:35,5875,0.200000003,239.9600067,151793,59.99000168,5,77.98999786
7956,22575,27742,56412,COMPLETE,Standard Class,04/06/17 11:17,04/03/17 11:17,7063,0.200000003,239.9600067,141105,59.99000168,5,30.0
7957,22579,27748,52095,COMPLETE,Standard Class,02/05/17 10:50,1/30/2017 10:50,5637,0.01,197.9499969,130159,39.99000168,5,83.13999939
7958,22580,27749,57537,COMPLETE,Standard Class,4/22/2017 21:25,4/19/2017 21:25,5561,0.01,197.9499969,143946,39.99000168,5,32.27000046
7959,22583,27752,60264,COMPLETE,Standard Class,06/03/17 16:48,5/29/2017 16:48,8610,0.01,247.5,150775,50.0,5,30.94000053
7960,22587,27761,6609,COMPLETE,Standard Class,04/12/15 11:04,04/07/15 11:04,11099,0.039999999,240.0,16504,50.0,5,60.0
7961,22589,27763,952,COMPLETE,Standard Class,1/17/2015 21:10,1/14/2015 21:10,2250,0.039999999,240.0,2368,50.0,5,87.12000275
7962,22591,27765,6627,COMPLETE,Standard Class,04/10/15 17:22,04/07/15 17:22,8715,0.050000001,332.5,16557,70.0,5,59.84999847
7963,22593,27768,6851,COMPLETE,Standard Class,04/12/15 23:51,04/10/15 23:51,7350,0.050000001,189.9499969,17152,39.99000168,5,0.0
7964,22594,27769,57117,COMPLETE,Standard Class,4/16/2017 18:16,4/13/2017 18:16,10643,0.050000001,237.5,142868,50.0,5,118.75
7965,22597,27772,5694,COMPLETE,Standard Class,3/30/2015 2:30,3/25/2015 2:30,3192,0.059999999,188.9499969,14181,39.99000168,5,30.79999924
7966,22599,27774,3943,COMPLETE,Standard Class,03/03/15 13:03,2/27/2015 13:03,3603,0.059999999,236.25,9795,50.0,5,77.95999908
7967,22600,27775,4177,COMPLETE,Standard Class,03/05/15 23:02,03/02/15 23:02,6695,0.059999999,236.25,10433,50.0,5,79.84999847
7968,22602,27777,53071,COMPLETE,Standard Class,2/15/2017 16:47,2/13/2017 16:47,12423,0.059999999,236.25,132644,50.0,5,14.18000031
7969,22607,27783,56190,COMPLETE,Standard Class,04/06/17 05:30,3/31/2017 5:30,6229,0.07,185.9499969,140543,39.99000168,5,69.73000336
7970,22613,27789,54712,COMPLETE,Standard Class,03/12/17 15:42,03/09/17 15:42,170,0.090000004,227.5,136829,50.0,5,65.98000336
7971,22615,27791,60166,COMPLETE,Standard Class,5/30/2017 6:28,5/28/2017 6:28,527,0.090000004,227.5,150561,50.0,5,106.9300003
7972,22617,27793,60913,COMPLETE,Standard Class,06/12/17 04:11,06/08/17 04:11,6950,0.100000001,179.9600067,152408,39.99000168,5,13.5
7973,22623,27801,53968,COMPLETE,Standard Class,03/02/17 19:02,2/26/2017 19:02,1917,0.129999995,217.5,134936,50.0,5,24.57999992
7974,22626,27804,56666,COMPLETE,Standard Class,04/09/17 04:16,04/07/17 04:16,2335,0.159999996,210.0,141716,50.0,5,50.40000153
7975,22627,27805,53975,COMPLETE,Standard Class,03/04/17 21:29,2/26/2017 21:29,11794,0.170000002,165.9600067,134955,39.99000168,5,44.81000137
7976,22637,27815,4029,COMPLETE,Standard Class,03/05/15 19:11,2/28/2015 19:11,10510,0.200000003,200.0,10018,50.0,5,67.59999847
7977,22638,27818,2746,COMPLETE,Standard Class,02/12/15 01:41,02/10/15 01:41,5960,0.25,149.9600067,6882,39.99000168,5,13.19999981
7978,22641,27822,56950,COMPLETE,Standard Class,4/17/2017 7:46,04/11/17 07:46,11985,0.029999999,96.94999695,142440,19.98999977,5,24.23999977
7979,22642,27824,53804,COMPLETE,Standard Class,03/01/17 09:35,2/24/2017 9:35,10860,0.059999999,226.75,134510,47.99000168,5,104.3099976
7980,22643,27825,9434,COMPLETE,Standard Class,5/23/2015 16:48,5/18/2015 16:48,10786,0.059999999,245.6499939,23550,51.99000168,5,120.3700027
7981,22644,27827,56133,COMPLETE,Standard Class,04/03/17 09:32,3/30/2017 9:32,10,0.07,116.1999969,140386,24.98999977,5,20.34000015
7982,22645,27828,9417,COMPLETE,Standard Class,5/21/2015 10:50,5/18/2015 10:50,2383,0.07,148.75,23495,31.98999977,5,49.09000015
7983,22647,27830,53852,COMPLETE,Standard Class,2/28/2017 2:24,2/25/2017 2:24,2562,0.119999997,87.95999908,134642,19.98999977,5,12.14000034
7984,22649,27834,5560,COMPLETE,Standard Class,3/29/2015 3:33,3/23/2015 3:33,6635,0.180000007,81.95999908,13865,19.98999977,5,38.52000046
7985,22652,27837,536,ON_HOLD,Standard Class,01/10/15 19:26,01/08/15 19:26,9981,0.029999999,484.9500122,1329,99.98999786,5,0.0
7986,22653,27838,4583,ON_HOLD,Standard Class,03/12/15 21:16,03/08/15 21:16,11217,0.050000001,474.9500122,11485,99.98999786,5,194.7299957
7987,22655,27840,8174,ON_HOLD,Standard Class,05/05/15 07:21,4/30/2015 7:21,8843,0.200000003,399.9599915,20424,99.98999786,5,30.0
7988,22657,27842,9489,ON_HOLD,Standard Class,5/24/2015 12:04,5/19/2015 12:04,2436,0.029999999,290.9500122,23710,59.99000168,5,18.32999992
7989,22658,27843,7183,ON_HOLD,Standard Class,4/19/2015 20:10,4/15/2015 20:10,12265,0.039999999,287.9500122,17988,59.99000168,5,138.2200012
7990,22660,27845,58683,ON_HOLD,Standard Class,05/10/17 14:55,05/06/17 14:55,7064,0.159999996,251.9600067,146883,59.99000168,5,22.17000008
7991,22661,27847,55884,ON_HOLD,Standard Class,3/31/2017 18:18,3/26/2017 18:18,5559,0.25,224.9600067,139732,59.99000168,5,28.12000084
7992,22664,27850,898,ON_HOLD,Standard Class,1/18/2015 2:15,1/14/2015 2:15,5271,0.180000007,163.9600067,2240,39.99000168,5,10.32999992
7993,22665,27851,55955,ON_HOLD,Standard Class,04/02/17 19:10,3/27/2017 19:10,4991,0.200000003,200.0,139908,50.0,5,26.60000038
7994,22666,27852,7729,ON_HOLD,Standard Class,4/28/2015 19:27,4/23/2015 19:27,10960,0.25,149.9600067,19319,39.99000168,5,26.38999939
7995,22669,27855,30089,COMPLETE,Standard Class,3/20/2016 5:10,3/15/2016 5:10,9858,0.090000004,204.6999969,75217,44.99000168,5,75.73999786
